,sector laitude,sector longtitude,Shooting_PRECINCT,Shooting_JURISDICTION_CODE,Shooting_LOCATION_DESC,Shooting_STATISTICAL_MURDER_FLAG,Shooting_PERP_AGE_GROUP,Shooting_PERP_SEX,Shooting_PERP_RACE,Shooting_VIC_AGE_GROUP,Shooting_VIC_SEX,Shooting_VIC_RACE
386,40.75854175,-73.80129274000001,109,0.0,,False,,,,18-24,M,BLACK
387,40.75854175,-73.76779816000001,111,0.0,,False,,,,25-44,M,BLACK
388,40.7691865,-73.99109536,20,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
389,40.7691865,-73.9799305,20,0.0,,False,25-44,M,WHITE,25-44,M,WHITE
390,40.7691865,-73.96876564,19,0.0,HOSPITAL,False,,,,18-24,M,WHITE HISPANIC
391,40.7691865,-73.95760078,19,0.0,,False,18-24,M,WHITE,18-24,M,BLACK HISPANIC
392,40.7691865,-73.94643592,114,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
393,40.7691865,-73.93527106,114,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
394,40.7691865,-73.9241062,114,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK HISPANIC,18-24,M,WHITE
395,40.7691865,-73.91294134,114,0.0,BAR/NIGHT CLUB,False,,,,25-44,F,BLACK
396,40.7691865,-73.90177648000001,114,0.0,MULTI DWELL - APT BUILD,True,45-64,M,BLACK,25-44,F,WHITE
397,40.7691865,-73.85711704,109,0.0,,True,,,,25-44,M,WHITE HISPANIC
398,40.7691865,-73.84595218,109,0.0,,True,25-44,M,BLACK,25-44,M,BLACK
399,40.7691865,-73.83478732,109,0.0,,False,,,,25-44,M,BLACK
400,40.7691865,-73.77896302,111,0.0,PVT HOUSE,False,,,,25-44,M,BLACK
401,40.77983125,-73.9799305,24,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
402,40.77983125,-73.96876564,24,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK HISPANIC
403,40.77983125,-73.95760078,23,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
404,40.77983125,-73.94643592,23,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
405,40.77983125,-73.9241062,114,0.0,,False,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
406,40.77983125,-73.91294134,114,0.0,PVT HOUSE,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE
407,40.77983125,-73.85711704,109,0.0,,False,18-24,M,BLACK,18-24,M,WHITE
408,40.77983125,-73.84595218,109,0.0,PVT HOUSE,False,18-24,M,WHITE HISPANIC,18-24,M,WHITE
409,40.77983125,-73.82362246000001,109,0.0,,False,25-44,M,BLACK,18-24,M,BLACK HISPANIC
410,40.77983125,-73.8124576,109,0.0,,False,,,,18-24,M,ASIAN / PACIFIC ISLANDER
411,40.790476,-73.9799305,24,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
412,40.790476,-73.96876564,24,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
413,40.790476,-73.95760078,23,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
414,40.790476,-73.94643592,23,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
415,40.790476,-73.93527106,25,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
416,40.790476,-73.9241062,40,0.0,,False,25-44,M,BLACK,25-44,M,BLACK
417,40.790476,-73.91294134,40,0.0,,False,,,,25-44,M,BLACK HISPANIC
418,40.790476,-73.82362246000001,109,0.0,,False,25-44,M,WHITE,25-44,M,WHITE
419,40.790476,-73.8124576,109,0.0,,False,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
420,40.80112075,-73.96876564,26,0.0,HOSPITAL,False,18-24,M,BLACK,25-44,M,BLACK
421,40.80112075,-73.95760078,28,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
422,40.80112075,-73.94643592,25,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
423,40.80112075,-73.93527106,40,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
424,40.80112075,-73.9241062,40,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
425,40.80112075,-73.91294134,40,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC
426,40.80112075,-73.90177648000001,41,0.0,BAR/NIGHT CLUB,False,,,,25-44,M,BLACK
427,40.80112075,-73.89061162,41,0.0,BAR/NIGHT CLUB,False,25-44,M,BLACK,25-44,M,BLACK
428,40.8117655,-73.96876564,26,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
429,40.8117655,-73.95760078,26,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
430,40.8117655,-73.94643592,32,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
431,40.8117655,-73.93527106,44,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
432,40.8117655,-73.9241062,40,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
433,40.8117655,-73.91294134,40,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
434,40.8117655,-73.90177648000001,41,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
435,40.8117655,-73.89061162,41,0.0,COMMERCIAL BLDG,False,18-24,M,BLACK,25-44,M,BLACK
436,40.8117655,-73.87944676000001,43,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
437,40.8117655,-73.8682819,43,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
438,40.8117655,-73.85711704,43,2.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
439,40.8117655,-73.84595218,43,2.0,MULTI DWELL - PUBLIC HOUS,False,45-64,M,BLACK,25-44,M,BLACK HISPANIC
440,40.8117655,-73.83478732,45,2.0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,25-44,F,BLACK
441,40.8117655,-73.82362246000001,45,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK HISPANIC
442,40.8117655,-73.8124576,45,0.0,,False,,,,18-24,M,WHITE
443,40.822410250000004,-73.95760078,30,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC
444,40.822410250000004,-73.94643592,32,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
445,40.822410250000004,-73.93527106,44,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
446,40.822410250000004,-73.9241062,44,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
447,40.822410250000004,-73.91294134,42,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
448,40.822410250000004,-73.90177648000001,42,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
449,40.822410250000004,-73.89061162,42,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
450,40.822410250000004,-73.87944676000001,43,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
451,40.822410250000004,-73.8682819,43,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
452,40.822410250000004,-73.85711704,43,0.0,GROCERY/BODEGA,False,18-24,M,BLACK,25-44,M,BLACK
453,40.822410250000004,-73.84595218,43,0.0,HOTEL/MOTEL,False,18-24,M,BLACK,18-24,M,BLACK
454,40.822410250000004,-73.83478732,45,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
455,40.822410250000004,-73.82362246000001,45,0.0,BAR/NIGHT CLUB,False,,,,45-64,M,BLACK
456,40.833055,-73.95760078,33,0.0,,False,25-44,M,BLACK,<18,M,BLACK HISPANIC
457,40.833055,-73.94643592,33,0.0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
458,40.833055,-73.93527106,44,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK
459,40.833055,-73.9241062,44,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
460,40.833055,-73.91294134,44,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
461,40.833055,-73.90177648000001,42,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
462,40.833055,-73.89061162,48,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK
463,40.833055,-73.87944676000001,43,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK
464,40.833055,-73.8682819,43,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,M,BLACK
465,40.833055,-73.85711704,45,0.0,HOSPITAL,False,18-24,M,BLACK,25-44,M,BLACK
466,40.833055,-73.84595218,45,0.0,,False,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
467,40.833055,-73.83478732,45,0.0,PVT HOUSE,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK
468,40.833055,-73.82362246000001,45,0.0,,True,45-64,M,BLACK,45-64,M,WHITE
469,40.84369975,-73.94643592,33,0.0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
470,40.84369975,-73.93527106,34,0.0,GROCERY/BODEGA,False,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
471,40.84369975,-73.9241062,46,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK
472,40.84369975,-73.91294134,46,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
473,40.84369975,-73.90177648000001,48,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
474,40.84369975,-73.89061162,48,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,M,BLACK
475,40.84369975,-73.87944676000001,48,0.0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK
476,40.84369975,-73.8682819,49,0.0,,False,18-24,M,BLACK HISPANIC,<18,M,BLACK
477,40.84369975,-73.85711704,49,0.0,BAR/NIGHT CLUB,True,25-44,M,WHITE,25-44,M,WHITE
478,40.84369975,-73.84595218,45,0.0,PVT HOUSE,False,,,,25-44,M,WHITE HISPANIC
479,40.84369975,-73.83478732,45,0.0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
480,40.84369975,-73.82362246000001,45,0.0,PVT HOUSE,True,25-44,M,WHITE,25-44,F,WHITE
481,40.84369975,-73.80129274000001,45,0.0,,False,,,,25-44,M,BLACK
482,40.8543445,-73.93527106,34,0.0,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
483,40.8543445,-73.9241062,34,0.0,RESTAURANT/DINER,False,25-44,M,BLACK,25-44,M,BLACK HISPANIC
484,40.8543445,-73.91294134,52,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC
485,40.8543445,-73.90177648000001,46,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
486,40.8543445,-73.89061162,48,0.0,MULTI DWELL - APT BUILD,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK
487,40.8543445,-73.87944676000001,49,0.0,,False,18-24,M,WHITE HISPANIC,25-44,M,BLACK
488,40.8543445,-73.8682819,49,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC
489,40.8543445,-73.85711704,49,0.0,PVT HOUSE,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK
490,40.8543445,-73.84595218,49,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,WHITE HISPANIC,18-24,M,BLACK
491,40.8543445,-73.83478732,45,0.0,,False,,,,25-44,M,BLACK
492,40.8543445,-73.82362246000001,45,0.0,MULTI DWELL - APT BUILD,False,<18,M,BLACK,18-24,M,BLACK
493,40.8543445,-73.80129274000001,45,0.0,,True,65+,M,WHITE HISPANIC,45-64,F,BLACK
494,40.86498925,-73.93527106,34,0.0,BAR/NIGHT CLUB,False,25-44,M,BLACK,25-44,M,BLACK
495,40.86498925,-73.9241062,34,0.0,COMMERCIAL BLDG,False,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
496,40.86498925,-73.91294134,50,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
497,40.86498925,-73.90177648000001,52,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC
498,40.86498925,-73.89061162,52,0.0,SOCIAL CLUB/POLICY LOCATI,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK
499,40.86498925,-73.87944676000001,52,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
500,40.86498925,-73.8682819,47,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK
501,40.86498925,-73.85711704,49,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
502,40.86498925,-73.84595218,47,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK
503,40.86498925,-73.83478732,45,0.0,DEPT STORE,False,25-44,M,BLACK,18-24,M,BLACK
504,40.86498925,-73.82362246000001,45,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK HISPANIC,25-44,M,BLACK
505,40.875634000000005,-73.91294134,50,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
506,40.875634000000005,-73.90177648000001,50,2.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK
507,40.875634000000005,-73.89061162,52,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,M,WHITE HISPANIC
508,40.875634000000005,-73.87944676000001,52,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,18-24,M,WHITE HISPANIC
509,40.875634000000005,-73.8682819,47,0.0,PVT HOUSE,False,18-24,M,BLACK,25-44,M,BLACK
510,40.875634000000005,-73.85711704,47,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
511,40.875634000000005,-73.84595218,47,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
512,40.875634000000005,-73.83478732,45,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
513,40.875634000000005,-73.82362246000001,47,0.0,,True,25-44,M,BLACK,25-44,M,BLACK
514,40.88627875,-73.91294134,50,0.0,,False,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
515,40.88627875,-73.90177648000001,50,0.0,MULTI DWELL - APT BUILD,False,,,,18-24,M,BLACK HISPANIC
516,40.88627875,-73.89061162,50,0.0,,True,,,,18-24,M,BLACK HISPANIC
517,40.88627875,-73.8682819,47,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
518,40.88627875,-73.85711704,47,0.0,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,18-24,M,BLACK
519,40.88627875,-73.84595218,47,0.0,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK
520,40.88627875,-73.83478732,47,0.0,MULTI DWELL - APT BUILD,False,25-44,M,BLACK,25-44,M,BLACK
521,40.88627875,-73.82362246000001,45,0.0,,True,25-44,M,BLACK,25-44,M,BLACK
522,40.8969235,-73.8682819,47,0.0,PVT HOUSE,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK
523,40.8969235,-73.85711704,47,0.0,MULTI DWELL - APT BUILD,False,18-24,M,BLACK,25-44,M,BLACK
524,40.8969235,-73.84595218,47,0.0,PVT HOUSE,False,25-44,M,BLACK,25-44,M,BLACK
525,40.907568250000004,-73.90177648000001,50,0.0,,False,,,,25-44,M,WHITE HISPANIC
