,sector laitude,sector longtitude,Collisions_NUMBER OF PERSONS INJURED,Collisions_NUMBER OF PERSONS KILLED,Collisions_NUMBER OF PEDESTRIANS INJURED,Collisions_NUMBER OF PEDESTRIANS KILLED,Collisions_NUMBER OF CYCLIST INJURED,Collisions_NUMBER OF CYCLIST KILLED,Collisions_NUMBER OF MOTORIST INJURED,Collisions_NUMBER OF MOTORIST KILLED,Collisions_CONTRIBUTING FACTOR VEHICLE 1,Collisions_CONTRIBUTING FACTOR VEHICLE 2,Collisions_CONTRIBUTING FACTOR VEHICLE 3,Collisions_CONTRIBUTING FACTOR VEHICLE 4,Collisions_CONTRIBUTING FACTOR VEHICLE 5,Collisions_VEHICLE TYPE CODE 1,Collisions_VEHICLE TYPE CODE 2,Collisions_VEHICLE TYPE CODE 3,Collisions_VEHICLE TYPE CODE 4,Collisions_VEHICLE TYPE CODE 5
235,40.62016,-73.95760078,0.38361190379127597,0.0012229922543823889,0.06685690990623726,0.0012229922543823889,0.03139013452914798,0.0,0.2845495311863025,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Following Too Closely,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Sedan,Sedan,Sedan,Sedan,Sedan
236,40.62016,-73.94643592,0.3113900796080833,0.000612369871402327,0.06368646662584201,0.000612369871402327,0.02020820575627679,0.0,0.22596448254745866,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,Other Vehicular,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
237,40.62016,-73.93527106,0.367008681925809,0.001973164956590371,0.04380426203630623,0.0015785319652722968,0.013417521704814523,0.0,0.30860299921073403,0.0003946329913180742,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
238,40.62016,-73.9241062,0.2944475602916433,0.002243409983174425,0.04991587212563096,0.0016825574873808188,0.0179472798653954,0.0,0.22602355580482333,0.0005608524957936063,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan
239,40.62016,-73.91294134,0.2332695984703633,0.0019120458891013384,0.040152963671128104,0.0019120458891013384,0.009560229445506692,0.0,0.1835564053537285,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,PASSENGER VEHICLE
240,40.62016,-73.90177648000001,0.4114583333333333,0.0026041666666666665,0.018229166666666668,0.0013020833333333333,0.009114583333333334,0.0,0.3776041666666667,0.0013020833333333333,Driver Inattention/Distraction,Driver Inattention/Distraction,Reaction to Uninvolved Vehicle,Outside Car Distraction,Outside Car Distraction,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan
241,40.62016,-73.89061162,0.3371104815864023,0.0,0.0113314447592068,0.0,0.0056657223796034,0.0,0.31869688385269124,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Fatigued/Drowsy,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
242,40.63080475,-74.19206283999999,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,
243,40.63080475,-74.18089798,0.25,0.0,0.045454545454545456,0.0,0.0,0.0,0.20454545454545456,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Sedan,Sedan,Sedan,,
244,40.63080475,-74.16973312,0.2691552062868369,0.0,0.05893909626719057,0.0,0.01768172888015717,0.0,0.1905697445972495,0.0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan
